agency_id,date,agency_name,document_title,is_special_investigation,sha256,date_processed
CI410409653,"March 14, 2024",SAMARITAS SHELTER GRAND RAPIDS,Special Investigation Report #2024SIC0001245,True,067d2dd622628dc2a1a6a9b305396d28b1654cd3fc58fe926c6fa692c513b870,2025-11-03T13:55:48.179403
CI410409653,11/20/2024,SAMARITAS SHELTER GRAND RAPIDS,Inspection Report,False,0316d0b53a9266d26414df73338617c746a98197b4d2807924890c8ae9bd7b5f,2025-11-03T13:55:48.683586
CI411000929,"June 15, 2023",Lotus Treatment Program,Licensing Study,False,dd3c316d99fc482d601c96f03a48a115f0e7410469de6d06b5499a2568fda20c,2025-11-03T13:55:49.081799
CI411000929,10/10/2023,Lotus Treatment Program,Renewal Inspection Report,False,621fac2f3eda1da6776d824b447f17fc4853fba20fb5d22b9e8a1409240a1715,2025-11-03T13:55:49.381247
CI411000929,"January 9, 2024",Lotus Treatment Program,Special Investigation Report #2024C0000969SI,True,9fe0b3df2aa53df0f67c2dabd1dea0f44fe25f111ab8b0fb12afe20ae2b7cdb1,2025-11-03T13:55:49.929993
CI411000929,"January 17, 2024",Lotus Treatment Program,Special Investigation Report #2024C0000996SI,True,e70f4645f381a94bb2f0f420ab323f868fa6bde61984c883042076a7771f58a5,2025-11-03T13:55:50.822284
CI411000929,"February 6, 2024",Lotus Treatment Program,Special Investigation Report #2024C0001123SI,True,a975a50334969decdd56668bbeb695c3dedcb9c83accdc3a7f7d57e5d5464267,2025-11-03T13:55:51.381878
CI411000929,"February 15, 2024",Lotus Treatment Program,Special Investigation Report #2024C0001157SI,True,6e5b899cf078b4bf0829e4dce8113aaac61edfa5bc0958efa725ae8607008f68,2025-11-03T13:55:52.061398
CI411000929,"February 26, 2024",Lotus Treatment Program,Special Investigation Report #2024SIC0001192,True,da64b2428a2209c26263f74f2850c5c817093416fc9f74dabe5fa67efd75a132,2025-11-03T13:55:52.605349
CI411000929,"March 7, 2024",Lotus Treatment Program,Special Investigation Report #2024SIC0001222,True,1f4e995037a9d637ce83b4287824dc542da7e7fc4dba69d679dc67dff3b51d7f,2025-11-03T13:55:53.532827
CI411000929,"March 26, 2024",Lotus Treatment Program,Special Investigation Report #2024SIC0001273,True,db714b0e5aabacdf8164852572d76706b58510ee71e39780422b799f947684d5,2025-11-03T13:55:54.577555
CI411000929,"April 29, 2024",Lotus Treatment Program,Special Investigation Report #2024SIC0001379,True,fd75da9042a1c4c05404e20af408a611529a14e80c32f2fa7adb8476db64d294,2025-11-03T13:55:55.701281
CI411000929,"June 17, 2024",Lotus Treatment Program,Special Investigation Report #2024SIC0001517,True,d5206c84ce7dab5610b5cb1e5c6ca346240a05f29a6a3fb9608e19f91595b2c6,2025-11-03T13:55:56.326034
CI411000929,10/23/2024,Lotus Treatment Program,Inspection Report,False,e784af8fb6fab5202c6a7e858c11aabf7e5522c4cf97eeccf892485d196504eb,2025-11-03T13:55:56.964130
CI411002076,"August 22, 2025",The Audere Home,Licensing Study,False,aa28d5911feb343c6cd4b5879c792a5b1c5e2d4c5cbb0e6dc9428f3680298e0c,2025-11-03T13:55:57.442358
CI411002741,"February 21, 2025",Bethany Christian Services TLC,Licensing Study,False,864d85c21e01b95995689ad09e84dae69dd303760027d466cdb927018e90f436,2025-11-03T13:55:57.808576
CI411002741,09/05/2025,Bethany Christian Services TLC,Renewal Inspection Report,False,d5772aa1a7c486b099224e520e5c0114ccf1e0b7acb98447388b576d8967fc6b,2025-11-03T13:55:58.486712
CI460403164,"February 14, 2023",ADRIAN GROUP HOME,Special Investigation Report #2023C0000205,True,e71703cf732107d9f89a9d1674e99815d29ca4173e51299f66843ec6a86d0c6c,2025-11-03T13:55:58.787485
CI460403164,"March 23, 2023",ADRIAN GROUP HOME,Special Investigation Report,True,a11f2bc37aeb436ff1b3a485226844dbb2ba42c3065612a53d92b980d0b6ccf7,2025-11-03T13:55:59.875744
CI460403164,"June 29, 2022",LHS Family and Youth Services,Special Investigation Report #2022C0446027,True,0024a225c1d3dde399bd189e0cc2392aad5b47ba9720b1f2fd40204223f74bb1,2025-11-03T13:56:00.355152
CI460403164,"March 16, 2022",Adrian Group Home,Licensing Study,False,183f97ea6aa7bed6463f7b049643ddf25b51d89c459d9bbefc47d87ea264144c,2025-11-03T13:56:00.550640
CI460403164,"July 5, 2023",ADRIAN GROUP HOME,Special Investigation Report #2023C0000532,True,fde1a7c6369ddb78d88bcab76d84e78677ab6f4805d66638c35e0089188f79ab,2025-11-03T13:56:01.430173
CI460403164,"July 18, 2023",ADRIAN GROUP HOME,Special Investigation Report #2023C0000544,True,2eff49520b70d6d2828cbf1f43371e29dc08c55833629983295d6720074ce77d,2025-11-03T13:56:02.380117
CI460403164,"July 25, 2023",ADRIAN GROUP HOME,Special Investigation Report #2023C0000538,True,992ea086be6d855926c5086d11b714d25ac4c7ddf87edbaa77f140de28590749,2025-11-03T13:56:03.320452
CI460403164,"August 15, 2023",ADRIAN GROUP HOME,Special Investigation Report #2023C0000601,True,c1080ee0baa88f48fd2e64956b5344ba86859a02da3e1ab496cd99a5f981d4bb,2025-11-03T13:56:03.993914
CI460403164,"July 15, 2023",ADRIAN GROUP HOME,Special Investigation Report,True,db95b0709d07b1320912db89e70afa364ebec6c89d799978aeda5f5014627a87,2025-11-03T13:56:05.790779
CI460403164,"August 22, 2023",ADRIAN GROUP HOME,Special Investigation Report,True,a1037f306a04b71c0f8014118ab01426885ab9a6b8bfbe4760ed768b2cf7bcd1,2025-11-03T13:56:06.739990
CI460403164,"September 20, 2023",ADRIAN GROUP HOME,Special Investigation Report #2023C0000673SI,True,96159aefcfab25d697772d714c7da79b5477282a4b99dc40f0a1b0f3ada300c2,2025-11-03T13:56:07.370012
CI460403164,"September 29, 2023",ADRIAN GROUP HOME,Special Investigation Report #2023C0000680SI,True,380720163c9ec504ee7b263bf2bd75832f35799b55e5765b36bcfc6846c0ea3b,2025-11-03T13:56:08.197196
CI460403164,"January 29, 2024",ADRIAN GROUP HOME,Special Investigation Report #2024C0001047SI,True,a0af3485e6a049dd10d8998a8629887650b737b854ddd89a0aa31db4535875af,2025-11-03T13:56:08.742761
CI460403164,01/10/2024,ADRIAN GROUP HOME,Renewal Inspection Report,False,6e3631e135744f615a0b05a88c9cfc6fdd92f233b8ea79c73b637f7442d1114e,2025-11-03T13:56:09.174963
CI460403164,"May 30, 2024",ADRIAN GROUP HOME,Special Investigation Report #2024SIC0001478,True,74c73e525e29ddc4fd6ae329189423abf1e7ddcd2bdab035c2fae5afed265299,2025-11-03T13:56:10.028732
CI460403164,"June 26, 2024",ADRIAN GROUP HOME,Special Investigation Report #2024SIC0001541,True,cd7d4747ec91aec12f933eb8cdf025696f3b2074b3a0faf734acecd85e56c393,2025-11-03T13:56:10.524926
CI460403164,12/16/2024,ADRIAN GROUP HOME,Inspection Report,False,ab0c149bee5c8c9fc312da21895c43cd021e739c80d40942604e773526786311,2025-11-03T13:56:11.002509
CI460403164,"December 11, 2024",ADRIAN GROUP HOME,Special Investigation Report #2025SIC0000196,True,0a802d2c7a78491079cd5a6cff7b35a2780a4293c0165811c79db415beec9d73,2025-11-03T13:56:11.543934
CI460403164,"December 16, 2024",ADRIAN GROUP HOME,Special Investigation Report #2025SIC0000209,True,d38e55147caef9aeb483ae249f6ddd7b83dae1674a96d6239b21a858c688999a,2025-11-03T13:56:12.326926
CI460403164,"March 10, 2025",ADRIAN GROUP HOME,Special Investigation Report #2025SIC0000446,True,cae866583062cae5dc600945833aec4480d28ee0cadf81f08dae167e02ce6e49,2025-11-03T13:56:13.073596
CI460403164,"May 5, 2025",ADRIAN GROUP HOME,Special Investigation Report #2025SIC0000645,True,d16c9154328addb51e7717cd27d2d557748d6178a161ce53650c27378cb74e5d,2025-11-03T13:56:14.286981
CI460403164,"July 21, 2025",ADRIAN GROUP HOME,Special Investigation Report #2025SIC0000866,True,0c68041c7d0a15eafc18cfb1abf6aa049acccd04180779d989e727b09b88d2ec,2025-11-03T13:56:15.514461
CI460403164,09/08/2025,ADRIAN GROUP HOME,Special Investigation Report #2025SIC0001000,True,dc12ce3ad8ecd4bf495efd5465c1272fe12b7055f251bfcbe6b716ab44cc0b16,2025-11-03T13:56:17.027956
CI470272289,"December 19, 2005",The Connection Shelter,Licensing Study,False,c0ea298663827ed3677314089bc28b925b32ac4618aba78146096ee6e010e6f1,2025-11-03T13:56:17.194802
CI470272289,08/12/2021,"Livingston Family Center, Inc,",Inspection Report,False,9f3345a8060357a19a1563aee31bc0f89d32109799dbb2f79a9fd0a938dcc807,2025-11-03T13:56:17.424321
CI470272289,04/25/22,"Livingston Family Center, Inc,",Renewal Inspection Report,False,7857da6d27ac5fd7153c2f2c97455053205a9e44aab2d1ca709a7862fc2f2ac2,2025-11-03T13:56:17.623192
CI470272289,05/25/2023,THE CONNECTION SHELTER,Inspection Report,False,40122aa48f0c7d0bd58ab136c14443fa936a316d8d7d59204f6b1414b19ee304,2025-11-03T13:56:18.068648
CI470272289,05/15/2024,THE CONNECTION SHELTER,Renewal Inspection Report,False,ddbe85863d5c3b5cd70be26d5563e3d41245693bbd8dca0ae4d108e9d0538727,2025-11-03T13:56:18.593055
CI470272289,07/10/2025,THE CONNECTION SHELTER,Inspection Report,False,3bce05193373b29a23f80187600d155dc34381c2fa9a4a82c1b83ac40039f144,2025-11-03T13:56:18.852342
CI520283194,10/07/2021,Teaching Family Homes of Upper Michigan,Inspection Report,False,12b0c5d6725c15826aff226d326aa764de28b9a9e0b08b5790297a8623e81727,2025-11-03T13:56:19.283784
CI480201234,03/09/2023,LAKES AREA TEACH FAMILY HOME,Renewal Inspection Report,False,69e4dabcb0eb77b1050853eea31ead99382f5009818f414e6b2cdcd34360d949,2025-11-03T13:56:19.836729
CI480201234,"October 7, 2021",Teaching Family Homes of Upper Michigan,Special Investigation Report #2021C0128050,True,28d1a1c0cfe112f5c1dad470130af8227f711a659e2efcaa26864241cefa5668,2025-11-03T13:56:20.013232
CI480201234,"January 19, 2021",Teaching Family Homes of Upper Michigan,Special Investigation Report #2021C0128005,True,132b7a8725e4296feddb3b13d6c9ae34752d2c34b92818d2f07906635ebaf66a,2025-11-03T13:56:20.278365
CI480201234,"June 27, 2018",Teaching Family Homes of Upper Michigan,Inspection Report,False,0185b9083f52435a897e9359d4dddf9b1d19cc9536ebc2dba796d108964ee948,2025-11-03T13:56:20.900639
CI480201234,"April 5, 2022",Teaching Family Homes of Upper Michigan,Inspection Report,False,efa1e1ca9af5739e4296a5f4f3e74b1a6dac52f0f844d18a77027823a6a3edaa,2025-11-03T13:56:21.236709
CI480201234,"June 26, 2020",Teaching Family Homes of Upper Michigan,Inspection Report,False,2cc37f021f0553abcbc2c9dbf98c18b5bcb88158a7eab6bef0ed8bf992a1325e,2025-11-03T13:56:21.657992
CI480201234,"September 3, 2020",Teaching Family Homes of Upper Michigan,Special Investigation Report #2020C0114035,True,938039cc26220afadcddd6d7eaeeced96b57fb170836567e8664aa1b689b0b39,2025-11-03T13:56:21.851486
CI480201234,3/7/2024,LAKES AREA TEACH FAMILY HOME,Inspection Report,False,f317974632e0222858316daf5e054eb7427bed2c8f48d5ab808461d6851a9a33,2025-11-03T13:56:22.283645
CI480201234,"July 24, 2024",LAKES AREA TEACH FAMILY HOME,Special Investigation Report #2024SIC0001618,True,080117fec9197e657c21a7af6cc8417eda7fe6b8588377fb73e6ec48bc834de2,2025-11-03T13:56:23.349787
CI480201234,"January 8, 2025",Lakes Area Teach Family Home,Special Investigation Report #2025SIC0000275,True,58bfe739ade218b68d3b0a92ef368a70af83b2cbf3f4a52a48c91dec74b1ca3f,2025-11-03T13:56:25.151502
CI480201234,3/4/2025,LAKES AREA TEACH FAMILY HOME,Renewal Inspection Report,False,5d1b143bcfb47fb96d8b7cee118e6451b156ba2ec0fb144f15c95130dcc024b1,2025-11-03T13:56:25.572777
CI500201123,03/08/2023,FAMILY YOUTH INTERVENTIONS,Inspection Report,False,0f39ae9b40168c481da1161e5151f25b32ed6f6893588f656876b42c26bd013c,2025-11-03T13:56:25.881825
CI500201123,"May 24, 2019","Comprehensive Youth Services, Inc",Inspection Report,False,5018178e08f1a9ae25e57f0049e1317c21596711a10012b0b27e39362af0d609,2025-11-03T13:56:26.108355
CI500201123,"March 9, 2022","Comprehensive Youth Services, Inc",Renewal Inspection Report,False,0dd02e8c0f7b01337534554e406a7dcc8dccc4916a227b11f416ba1aef424e20,2025-11-03T13:56:26.593576
CI500201123,03/08/24,FAMILY YOUTH INTERVENTIONS,Renewal Inspection Report,False,52a49de328830c2a692d961a1b6f1e780e8ddd86209a135de73a7974f8c7a39e,2025-11-03T13:56:26.944233
CI500201123,2/24/2025,FAMILY YOUTH INTERVENTIONS,Inspection Report,False,2e83808cabd2ce8d82c84485e57097ae58565086323e5660326ec7463cba13de,2025-11-03T13:56:27.327928
CI501000886,"November 15, 2023",Saint Clair Youth Treatment Center,Licensing Study,False,3df7f840d6da302e2f8696ba32b3dba73e25d79351434fd40970218f449bfee7,2025-11-03T13:56:28.351401
CI501000886,"February 14, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024C0001023SI,True,503ec0d994441c2592fbf5d2418bbe5cb0186561252d1ac7e463d309a672d24c,2025-11-03T13:56:28.787559
CI501000886,"February 20, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024C0001026SI,True,6dd443294f509a20a3f4f508975d453edba4ccd0f2f59e8644361542181c51bc,2025-11-03T13:56:29.601263
CI501000886,"February 7, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024C0001127SI,True,d0076c53d68e09c4be5cadb553756b2f4c9ad658d083e7339e503bf8095ef926,2025-11-03T13:56:30.000273
CI501000886,"January 24, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024C0001087SI,True,ec255de45e1ecb579c2e24c0f038ba62b73239b953aa0bbdd3256df0998636a6,2025-11-03T13:56:30.862400
CI501000886,"March 4, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024SIC0001214,True,9456861e0b07fc93d5a9dc82be37b62d2379ddea44d4b7bfbcdad2e294d818cf,2025-11-03T13:56:31.570043
CI501000886,"03/14/2024, 04/02/2024, 04/16/2024",Saint Clair Youth Treatment Center,Renewal Inspection Report,False,3b7ecbe10492f96edb118908606d8267edb011531bdafaff52372ff9a61dbfe5,2025-11-03T13:56:32.192243
CI501000886,"May 9, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024SIC0001416,True,49ad6594088eb8b514ae2fa4db15a62ddd379dfae734b85865c4cfca6c21b047,2025-11-03T13:56:32.479670
CI501000886,"May 20, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024SIC0001447,True,a9122801d6289c5b6789941b86127fc19fd65c1963f847612caf877d7dbd0934,2025-11-03T13:56:32.821548
CI501000886,"July 23, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2024SIC0001614,True,2aea8c6cb08cd6d7629ef8df3a88d49c2c0dc22fc786fa477880d52823af5ab2,2025-11-03T13:56:33.233780
CI501000886,"November 25, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2025SIC0000140,True,c8e143d644b59f6551d72106d95ed5a693bf488220f740e455691fc373ca0eb9,2025-11-03T13:56:33.766604
CI501000886,"November 12, 2024",Saint Clair Youth Treatment Center,Special Investigation Report #2025SIC0000094,True,8b9c42f264de0f1865a971c88e9167927aa636884dcd95ccd4946d605e130e16,2025-11-03T13:56:34.290671
CI520283194,"May 23, 2006",Cedar Creek Teaching Family Home,Licensing Study,False,f2b9282e1fddc0c66b8d45048d1290b742d366294a86ba4b719ec0941d05c64f,2025-11-03T13:56:34.607970
CI520283194,10/12/2020,Teaching Family Homes of Upper Michigan,Renewal Inspection Report,False,fb5b8ae0379a3070a5f7506ee4797e9c44795b1113121effccf5b319b2fd6eaf,2025-11-03T13:56:34.811607
CI520283194,"August 5, 2020",Teaching Family Homes of Upper Michigan,Special Investigation Report #2020C0128038,True,eda41398941bc8cb44e610648ea9e3d37dbc8a8879082f7792359adb803236f8,2025-11-03T13:56:34.997774
CI520283194,10/07/2021,Teaching Family Homes of Upper Michigan,Inspection Report,False,6c200e1c71d83811240f97d94065f00d349f3f468cf4067f126292dd2e790e2b,2025-11-03T13:56:35.216957
CI520283194,09/20/2023,CEDAR CREEK TEACHING FAMILY HOME,Inspection Report,False,474c76c6f9ccdf5e3b9bf4ccdb14e65d1c60e8e4bc645f3e9aa205b57fb74a70,2025-11-03T13:56:35.830768
CI520283194,"February 6, 2024",CEDAR CREEK TEACHING FAMILY HOME,Special Investigation Report #2024C0001084SI,True,045ed578fce5f1ed7cb6af6aefec9a4e6ae6caded897380f6d0fb39b9bd8aa4b,2025-11-03T13:56:36.822425
CI520283194,9/25/2024,CEDAR CREEK TEACHING FAMILY HOME,Renewal Inspection Report,False,61e1c45ab0b306e08e422cb3ac49eb52aeecc0052a9e45dbdbc2a08acb3aee06,2025-11-03T13:56:37.283963
CI520283194,"October 18, 2024",CEDAR CREEK TEACHING FAMILY HOME,Special Investigation Report #2025SIC0000042,True,aaa975af9135268c21efd1e6a3b5910c0e44ba67cf9f84445d97fed01c2dfe03,2025-11-03T13:56:38.301722
CI520283194,"April 16, 2025",CEDAR CREEK TEACHING FAMILY HOME,Special Investigation Report #2025SIC0000564,True,1a547ef2dd1a28a63e32ede4f4c23eec56afd259d1dd2bfa04e416385ba37c63,2025-11-03T13:56:40.329414
CI520283194,10/7/2025,CEDAR CREEK TEACHING FAMILY HOME,Inspection Report,False,db97459396d854002861f8f64fc91d14e67209e99bfe5c775638cdb11ab9e138,2025-11-03T13:56:40.718367
CI520304229,"June 23, 2022",Teaching Family Homes of Upper Michigan,Special Investigation Report #2022C0227004,True,aa413455e2fdc4f6536773808763aeda827ff25bae8be271af9d6d82f70c4a51,2025-11-03T13:56:42.794254
CI520304229,"January 13, 2023",SOUTH BLUFF TEACHING FAMILY HOME,Special Investigation Report #2,True,1e3b1228c528b74b68e5c8c95aa577d419d09512dc6bb61d64f2186fc0cc2c90,2025-11-03T13:56:44.513104
CI520304229,"April 10, 2023",SOUTH BLUFF TEACHING FAMILY HOME,Special Investigation Report #2023C0000279,True,1eb7cd0917b6e2b206b7073c3e5220116fab6661b37244150ade3c169b97d3e1,2025-11-03T13:56:45.851307
CI520304229,"June 16, 2020",Teaching Family Homes of Upper Michigan,Special Investigation Report #2020C0114022,True,d98fa47a9b8d54eb5691c3e80d085da2a86c78961afdafe738db06cc2ac6fa42,2025-11-03T13:56:46.211004
CI520304229,"October 5, 2009",South Bluff Teaching Family Home,Licensing Study,False,e25ef303c4f205ee810ce963b8f32d9aa9310aa0748f5da6dfe1766e3b402485,2025-11-03T13:56:46.549415
CI520304229,"October 20, 2020",Teaching Family Homes of Upper Michigan,Special Investigation Report #2020C0128059,True,ee170ae12058299528d361faab38e5adb083731c81a1f8e02fc521190cbf3481,2025-11-03T13:56:46.956024
CI520304229,"02/27/2020, 02/28/2020",Teaching Family Homes of Upper Michigan,Renewal Inspection Report,False,0a75c608183277e5437d60ff1bab94400f7bed1dd09a4d314e01b54d8849db66,2025-11-03T13:56:47.253840
CI520304229,"August 5, 2020",Teaching Family Homes of Upper Michigan,Special Investigation Report #2020C0128041,True,8ff5a4332379958acd1af96c7c8ef4e722bbacfa92b9b8bf81f97f526c70aa86,2025-11-03T13:56:47.559600
CI520304229,"September 14, 2021",Teaching Family Homes of Upper Michigan,Special Investigation Report #2021C0128048,True,5c6cba72bf792b8a50c5ba7fd3b4479c1e282cdbc60b4458a72fe05e71d730e7,2025-11-03T13:56:47.738961
CI520304229,"October 28, 2020",Teaching Family Homes of Upper Michigan,Special Investigation Report #2020C0114039,True,5219d9a1cf1898c266aabde191d622c37b152e010be93c0bee8d76170052304e,2025-11-03T13:56:48.104876
CI520304229,"May 12, 2021",Teaching Family Homes of Upper Michigan,Special Investigation Report #2021C0102014,True,ff0f0c8f24e273959d9326d3556f717f958c0608e799a18ff5a60e1f60a87817,2025-11-03T13:56:48.543752
CI520304229,"September 3, 2020",Teaching Family Homes of Upper Michigan,Special Investigation Report #2020C0114032,True,43319c8fa97b3c68767ae584d0cfb2b25a0bf64a49dfd5642f728dc6a885231c,2025-11-03T13:56:48.780207
CI520304229,3/8/2021,Teaching Family Homes of Upper Michigan,Inspection Report,False,cd44ba766e379c5075bc1d1d655632c73f9b3b553df37610b0416e2143ac8e03,2025-11-03T13:56:49.161301
CI520304229,"June 23, 2022",Teaching Family Homes of Upper Michigan,Special Investigation Report #2022C0227004,True,db56245d8ce3d69cb3d9d94031e5fe3360ef3555a56bc86d410cdc1fa9b1c181,2025-11-03T13:56:50.677981
CI520304229,"October 8, 2021",Teaching Family Homes of Upper Michigan,Special Investigation Report #2021C0128051,True,3f7f3f675fccd9bd91bdf38e900ba4331e3760b20b34aae5a707884ba064f2f8,2025-11-03T13:56:50.842845
CI520304229,03/02/2022 – 03/03/2022,Teaching Family Homes of Upper Michigan,Renewal Inspection Report,False,331d3f429f905c3203163c742e93fc4004b505ad89dd4bef982e110edf372d11,2025-11-03T13:56:51.519937
CI520304229,"September 30, 2021",Teaching Family Homes of Upper Michigan,Special Investigation Report #2021C0102030,True,a3ef0559c3c038e888da99f9078cc188eae5789840a6fd88858fa81b784af046,2025-11-03T13:56:51.766205
CI520304229,05/09/2023,South Bluff Teaching Family Home,Renewal Inspection Report,False,e280fa36c4f1e9b05c4417a0f5da7675f677e5c619d6ad0ba57dba7f59ec07f8,2025-11-03T13:56:52.458963
CI520304229,"September 25, 2023",SOUTH BLUFF TEACHING FAMILY HOME,Special Investigation Report #2023C0000720SI,True,faaeff34845dddac3e71a8c481cfb84c05fa4b3bc5f56e9be80d76542da9bacb,2025-11-03T13:56:54.042442
CI520304229,"February 27, 2024",SOUTH BLUFF TEACHING FAMILY HOME,Special Investigation Report #2024SIC0001200,True,8dbc0cd903630e5578ad200bcde1801fc2531cf03d78060094c980a872e3c0f1,2025-11-03T13:56:56.185082
CI520304229,05/14/2024,SOUTH BLUFF TEACHING FAMILY HOME,Inspection Report,False,ffc8115293efcea01685e001db3cda5f1a83f977e3cc6ec181b3d43ac99c8eba,2025-11-03T13:56:56.811521
CI520304229,"December 6, 2024",SOUTH BLUFF TEACHING FAMILY HOME,Special Investigation Report #2025SIC0000177,True,bceb95659180600c607eca68bdb77f2861b755d48e2e3b4079e996409330aca7,2025-11-03T13:56:57.405014
CI520304229,05/05/2025,SOUTH BLUFF TEACHING FAMILY HOME,Renewal Inspection Report,False,764ae9b2f1355d37ff221274d932c097ef3acb61d810457002c864b05010f7d6,2025-11-03T13:56:57.895964
CI520345626,10/05/2022,Great Lakes Recovery Centers,Inspection Report,False,36ec99fac2853fe3abc336215c4d94db8b6be4fb6c7f22efe02e7d4f037cfc19,2025-11-03T13:56:58.168462
CI520345626,10/06/2020,Great Lakes Recovery Centers,Inspection Report,False,82ea5f6117ba58cfeec239401fa9793edec5ca8dae8a36ded1a10c1bb3a8023c,2025-11-03T13:56:58.385193
CI520345626,"August 17, 2021",Great Lakes Recovery Centers,Special Investigation Report #2021C0116040,True,00a734fd316d634b72f233c11ba20eddc6b8e352963006f87a2a299b36cddadc,2025-11-03T13:56:58.651737
CI520345626,"October 30, 2014",Great Lakes Recovery Center for Youth,Licensing Study,False,f6c5a80114fcc41ce691ff07b6ef8ecebb07b48dfa2a4ece5f00a70fac0e4cbd,2025-11-03T13:56:58.990441
CI520345626,10/12/2021,Great Lakes Recovery Centers,Renewal Inspection Report,False,d7ae550115e7fb03bf0461cc7abdb6f0d869a6b6cacf5e386f15af726c459aa2,2025-11-03T13:56:59.395992
CI520345626,09/25/2023,GREAT LAKES RECOVERY CENTER FOR,Renewal Inspection Report,False,1882555fe0c096e97e16a9ae52a2daaee99449bf9d8466d7325fa3f8b4a62b45,2025-11-03T13:56:59.872608
CI520345626,9/12/2024,GREAT LAKES RECOVERY CENTER FOR,Inspection Report,False,dc2a8e1290298a8454955c46a80ab0a941e2bae4aec0bad405766b64f52a532c,2025-11-03T13:57:00.368808
CI520345626,"May 29, 2025",GREAT LAKES RECOVERY CENTER FOR,Special Investigation Report #2025SIC0000742,True,d7a2756aa755b27cfd02afc5805a03fa7bee7e88ee9dd2d15a1a8f0c46fa9906,2025-11-03T13:57:01.274253
CI520345626,9/2/2025,GREAT LAKES RECOVERY CENTER FOR,Renewal Inspection Report,False,d7707bb0f30e63b27a29e6dd246bcfc983179bdad0d15f2fb58f26f44e6a1862,2025-11-03T13:57:01.805032
CI630201083,"February 28, 2023",Camp Oakland,Special Investigation Report #2023C0000138,True,41520e2d6294b9238edd477679f69c729c2cb45ae9e463034762f1993f4baa68,2025-11-03T13:57:02.730849
CI630201083,"March 7, 2023",Camp Oakland,Special Investigation Report #2023C0000190,True,4c9288d5a9c0ac03483e8f72ccdc975a0b6d78277d3a581def171f2bffc25955,2025-11-03T13:57:03.326008
CI630201083,"November 29, 2010",Crossroads for Youth,Licensing Study,False,f9877f8d02fb83c793156aae671e177c2698c32e3f9eaf759a3a0417c9cc7428,2025-11-03T13:57:03.468496
CI630201083,6/18/18-6/28/18,Crossroads for Youth,Renewal Inspection Report,False,42a99213400a406194a5e0fe8e371504c3d72a3abfba32a93cb5a41211e304af,2025-11-03T13:57:04.732742
CI630201083,"May 24-May 25, 2021",Crossroads for Youth,Inspection Report,False,9a2bec2551f9cdecaffd8a9a95a58b48b775336035762dfa3f99dac0cf488fcc,2025-11-03T13:57:05.023130
CI630201083,"November 25, 2003",Crossroads for Youth,Licensing Study,False,fab86b2cbb3ab28d9261b21cc5c9c4a68b0ccdc5eb37d669ad7dfabb4003191c,2025-11-03T13:57:05.378154
CI630201083,"June 29-July 3, 2020",Crossroads For Youth,Renewal Inspection Report,False,b32a8decbda28dfaa01ab3a82657ca3d6356b2af0ef029237018f73033d1b7c0,2025-11-03T13:57:05.769527
CI630201083,"October 27, 2014",Crossroads for Youth,Licensing Study,False,18f1ac82d63578120c13614308be2859591c5c34105dd4f16e630aa3ef950f38,2025-11-03T13:57:05.908640
CI630201083,"October 29, 2021",Crossroads for Youth,Special Investigation Report #2021C0108052,True,8f75e853fd2be955c27d272ba34398b406c9a2454e74070e08afac3bd527c856,2025-11-03T13:57:06.701781
CI630201083,"February 7, 2022",Crossroads For Youth,Special Investigation Report #2022C0325010,True,b6f2018507732d23a3003fb75275de7d4238e054e9ab543cc88e1a585a0a6a64,2025-11-03T13:57:07.219759
CI630201083,8/28/23,Camp Oakland,Inspection Report,False,3a97310322fad9c7a532f1b278341986cf8cc5ecec076ff43a77c7f600e3bfb2,2025-11-03T13:57:07.675838
CI630201083,"January 24, 2024",Camp Oakland,Special Investigation Report,True,d03cdf8003f98c0c253739ac7186e786aa97c067bff7f1a8cd746475f43e80aa,2025-11-03T13:57:08.173832
CI630201083,5/15/24,Camp Oakland,Renewal Inspection Report,False,ee248e50a1ea5b96be7b96d5b22a205c2b0fa901a53f7e48e12eaa6d5bfbf6db,2025-11-03T13:57:08.525465
CI630201083,"December 13, 2024",Camp Oakland,Special Investigation Report #2025SIC0000204,True,80e5d7d919883e0d99b42ded7ac9cabb59fe97e320592b463b8d1995ba14e0de,2025-11-03T13:57:08.943861
CI630201083,"March 17, 2025",Camp Oakland,Special Investigation Report #2025SIC0000482,True,85f76e29147f1b27f9a18b291a1e622bec26ada7f6d1205e8c1a334432a70ab8,2025-11-03T13:57:09.557458
CI630201083,8/18/25,Camp Oakland,Inspection Report,False,cede8df43295651c58ed161f93738b7810c8f5ee651c7aaed019bfc75bc5e443,2025-11-03T13:57:09.879162
CI630201167,"February 1, 2023",Havenwyck Impulse Disorder Program,Inspection Report,False,cf3918081d194f24cdcd96581cfe3386cfd05aae2b127465100faec95e63c24c,2025-11-03T13:57:10.397441
