sha256,response,violation,input_tokens,output_tokens,duration_ms
8dbc0cd903630e5578ad200bcde1801fc2531cf03d78060094c980a872e3c0f1,"A physical altercation occurred between two youths (Youth A and Youth B) at the South Bluff Teaching Family Home, stemming from an argument over cereal. Youth B broke through barriers, assaulted Youth A, and staff interventions were partially ineffective in preventing the assault. The investigation found that a staff member used improper restraint techniques on Youth B on three separate occasions during the incident, and the facility failed to properly file separate incident reports for each restraint. While staff made efforts to intervene, the facility and specific staff bear responsibility for the procedural failures in restraint use and reporting.",y,14068,124,12981
8dca5a9fd7c9c21b9394850c9aa47dc091e133414b9f5565f08913bd0dabd2c1,"A birth mother alleged that a foster care supervisor from Forever Families disclosed confidential information about her (calling her a drug addict and felon) to her child's school, causing the school to deny her participation as a field trip mentor. The investigation, involving interviews with the birth mother, foster care worker, and supervisor, and a review of documents, found that the supervisor only communicated with the school principal about authorized pickup permissions and provided a court order, denying she shared the alleged details. The report concludes the evidence does not support the allegations, and no violation was established, effectively placing culpability for the alleged disclosure on the birth father or the birth mother herself.",n,2330,143,4113
8ddfd85990fa258a4b58e8482573bd8868cff13fb01b82f17ef48f0c6d18eb71,"An investigation was launched based on an allegation that Youth A was not receiving books and mail sent from family to the Wayne County Juvenile Detention Center. The investigation found Youth A's mail was ultimately delivered and that the agency had a policy for processing mail and providing its own books, though the books sent by family were to be returned. The report concludes the facility is in compliance and no violation was established, effectively placing no formal culpability on the facility for the specific incident.",n,1501,106,11431
8e1a43babbe2670f8e9946b4f6deae93dcf0b05cdf69eb358c447e2d4cc109de,"The investigation found that Upper Peninsula Family Solutions violated licensing rules by failing to recommend appropriate corrective action after discovering a foster family withheld critical information about substance abuse and treatment. The agency also submitted a required special investigation record late, which was a repeat violation. The agency appears more negligent than malicious, as there was no established history of the main allegation within the prior two years.",y,2077,84,2619
8e2e44d5d8f975c4422d5918271923cdebb9a9c08293d501a648b5915d6d9611,"The investigation examined allegations that a youth at Vista Maria Mental Health facility was able to 'cheek' (hide in mouth) and later ingest her own prescribed medications, and that she accessed and ingested over-the-counter medication from an unlocked first aid kit in a facility vehicle. The allegation of 'cheeking' prescribed medication was not substantiated due to lack of evidence, while the allegation regarding access to the unlocked vehicle first aid kit was substantiated as a violation. Culpability for the violation lies with the facility for failing to secure medication in a locked area as required.",y,3069,126,7910
8e405215e3bd92cc16355dcbe864389f7f65d82e5f1fefec3e47ff5d9451121d,"The report details a Special Investigation concerning Youth A's placement in an independent living program, focusing on alleged violations related to eligibility, supervision, and medical care. The investigation found no substantial violations, concluding that the agency complied with all rules and that Youth A's placement was appropriate based on the information available at the time. The agency initiated safety plans and increased supervision after becoming aware of Youth A's suicidal ideations and self-harming behaviors post-placement. Culpability is minimal as the agency acted on information provided and responded appropriately upon learning of the issues.",n,12302,127,102967
8e447033a7deeedce9bfcb7ca22f9c5c9a3ec469d90c4963786474d1ee703550,"A special investigation was initiated based on allegations that Ennis Center for Children failed to complete and sign necessary paperwork for an out-of-state adoption from Texas since October 2024. The investigation found active, ongoing communication and document exchange between the agency, the Texas placing agency (OCOK), and the potential adoptive parents throughout the period, with all requested paperwork ultimately submitted, thus the allegation was not substantiated. The report concludes that Ennis followed its adoption policies and communicated appropriately with all parties. Therefore, the facility bears no culpability for the alleged violations.",n,3184,124,14507
8e5fb5da3dfd99bcbd8f422039ddedd1b5fa293ba5b91f0889400f1f37660b9e,"A special investigation found that a staff member at Vista Maria, Staff 1, used an improper and unapproved physical restraint technique against a youth, Youth A, by pushing her against a wall during an altercation, violating restraint and behavior management policies. While an allegation of inappropriate sexual contact was not substantiated by video evidence, the facility was found in non-compliance for the physical restraint incident, resulting in Staff 1's termination. The facility bears culpability for the violation due to Staff 1's failure to follow approved de-escalation and restraint protocols.",y,5556,124,4534
8ead9862d468fe3a6e53cb9626529549ba7974a4aaa90cfddf96aba90caae784,"The Michigan Department of Health and Human Services investigated Eagle Village Gerber-Putnam regarding two allegations. The first, concerning an improper emergency restraint of a youth, was not substantiated after interviews revealed the youth had become violent, injuring a staff member with a spatula, which justified the restraint. The second allegation, regarding unlocked medication storage, was substantiated as the medication cart was found unlocked during an inspection. While the restraint was found to be warranted, the facility is clearly culpable for the medication storage violation.",y,2762,116,7884
8eb791794a505ca5367a77385b43d50c9e78a2c4310e3169d51094d3ac927c63,"A staff member at Bay Pines Center made sexually inappropriate and harassing comments to a youth and other youths in the facility, including asking 'who the best masturbator on the pod was' and making other vulgar inquiries. The investigation, involving multiple youth witnesses and a partial admission from the staff member, substantiated the allegations. The staff member is clearly culpable for the violation, though he claimed some comments were meant as a joke.",y,2361,100,8430
8eef3a020fc81b01ed7e2b20f931d7483c07e6087dcab64deb8f9498adbf4a74,"The Michigan Department of Health and Human Services investigated allegations that a Team Leader was physically aggressive toward a youth, injuring her finger, and that a staff member made an inappropriate comment. Investigators found no visible injury, and interviews with the youth and staff contradicted the allegations. No evidence supported the claims, and no licensing violations were established. The facility was found in compliance.",n,1543,87,4090
8ef3108321138d9f1fdc78752c5122380cc3f81c5eaa72bb1217fa278bb0f626,"The Michigan DHHS investigated Lincoln Center for alleged rule violations regarding room checks and policy alignment. The investigation substantiated two violations: staff were performing room checks at fixed intervals (every 12 minutes) rather than variable ones as required, and the facility's written Room Monitoring Policy contained outdated language about securing youths in rooms during headcounts, which conflicted with its approved seclusion variance. Overall, the facility appears to be performing safety checks but is administratively non-compliant due to procedural rigidity and outdated documentation.",y,3442,115,4951
8f01e3177c5290ff4709706d05658dd1a8e4e6531fea182e152be3e16916fdd8,"The report investigates an allegation that a DHHS foster care worker intentionally omitted Youth A's need for one-to-one supervision on intake paperwork to avoid placement denials. Investigators interviewed multiple staff from both the placing agency and the Child Caring Institution (CCI). While some recalled discussions about the difficulty of finding placements if needs were fully disclosed, the investigation found insufficient evidence to prove the allegation or a violation of the applicable rule requiring transparency and accurate documentation. The investigation did note that the agency's summary statement was overly 'strength-based' and insufficiently reflective of the youth's serious needs, leading to technical advice but no established violation.",n,5297,137,12904
8f247fe4b41164c948500de8ef9cff20efe7c4bbad1c531b2281564bafdd5b3e,"An investigation was conducted after a youth alleged that a former staff member from the Wayne County Juvenile Detention Center contacted him via social media and exchanged phone numbers after his release. The youth later recanted part of his statement. The report found insufficient evidence to substantiate a violation of rules against staff fraternization. The facility was found in compliance, as the alleged contact occurred after the staff member's employment ended and the key allegation was unsupported.",n,1526,101,9977
8f51e18584102d9184bde04c634d0a64fc12f71c2651f73551f357fcc851e17e,"A special investigation was conducted into allegations that youth at the Vassar House facility restrained other youth, a prohibited 'peer-on-peer discipline' intervention. Interviews with involved youths and staff, along with a review of incident reports, yielded conflicting accounts, and no documented evidence substantiated the specific allegation. The investigation concluded that a violation of rule 400.4158 was not established, and the facility was found to be in compliance.",n,2521,97,8019
8f60e040374ec0a9b9e9fa97266abeeb0e6cfb20f7c09236dbcc75575d0020d4,"A special investigation was conducted into allegations that two youths at a facility engaged in sexual touching on multiple occasions. Interviews and video review confirmed a single, brief incident where one youth touched another's lap under a table while staff were momentarily transitioning, but the facility's supervision policies were deemed to have been followed, as staff maintained line-of-sight oversight. The investigation concluded no substantial violation of licensing rules was established, placing culpability on the youths for being 'sneaky' during a fleeting lapse in direct observation rather than on the facility or staff.",n,3281,121,9945
8f75e853fd2be955c27d272ba34398b406c9a2454e74070e08afac3bd527c856,"A youth at Crossroads For Youth required urgent care for an abscess, was prescribed antibiotics, but did not receive the medication because staff failed to have the electronic prescription sent to an open pharmacy. The youth's infection worsened, leading to hospitalization. The investigation found the facility violated rules by failing to follow medical instructions and timely fill the prescription, failing to report the hospitalization within 24 hours, and failing to conduct variable-interval room checks. The report indicates shared culpability, with a systemic failure in staff communication, supervision, and adherence to procedures contributing to the incident.",y,4242,125,10104
8f7d912b0b5848908be3735fb0ed538470f29ac21c6b8536735ce70c9589a7c2,"The investigation examined allegations of assault by an administrator and unsafe conditions at a child placing agency's independent living homes. While the assault allegation was not substantiated due to lack of evidence, the investigation found violations regarding inadequate supervision. Specifically, the agency failed to provide sufficient supervision to prevent theft and property damage in the homes and failed to document a required monthly visit for one youth. The agency is ultimately culpable for failing to maintain a safe environment and proper oversight, despite the chaotic circumstances described.",y,4946,109,10439
8f9c37e90ddab81d3dfd1eaa04a2877d8d407321f45929d652040529319d009c,"Bethany Christian Services-Southwest MI was investigated for allegedly not returning a youth's personal belongings (game consoles and cell phones) to the youth or his mother. While the mother eventually received some items, the investigation found the agency violated rules by failing to properly document the youth's personal possessions on the required form (DHHS 3377) at each placement change. The agency is culpable for this procedural failure, though the exact whereabouts of some missing items could not be definitively determined due to conflicting accounts.",y,3352,115,9557
8fe80b79b3db3e1c04626e89bf2ee9b15de8fb097560e34a60edc7abecaa3889,"A foster parent alleged that a foster care agency (Catholic Charities West Michigan) did not provide adequate support and communication during the placement of a challenging youth (Youth A) with her, leading to medication issues and escalating behaviors that resulted in property damage. The investigation found the agency provided full disclosure of the youth's needs, arranged enhanced services, and attempted to maintain contact, concluding that the agency was in compliance and that the violations were not established. The report suggests that while communication tensions existed, the agency fulfilled its responsibilities, and the primary issues stemmed from the challenging placement and potential mismanagement by the foster parent.",n,5047,136,3997
8ff5a4332379958acd1af96c7c8ef4e722bbacfa92b9b8bf81f97f526c70aa86,"A facility (Teaching Family Homes of Upper Michigan) changed its training curriculum from 'Crisis Prevention Institutes Non-Violent Crisis Intervention Model' to 'Handle with Care' without obtaining written approval from the assigned licensing consultant, violating rule R 400.4128 which requires training model approval in writing before staff can participate in restraining or placing residents in seclusion. The violation persisted from November 2018 until May 2020. The facility's administrator mistakenly sent the request to the wrong consultant, indicating an administrative error rather than deliberate non-compliance, but the procedural lapse still constitutes a substantive violation.",y,1565,135,114436
90049489e6982ff6d7ee43e02bd97415a8d9912bf528d239209c5aedfbb1f934,"The Clarence Fischer Center, a licensed youth facility, was investigated for medication administration issues. The investigation found multiple instances where youth did not receive prescribed medications due to staff errors, inconsistent documentation, and a lack of policy for dispensing medication during off-site outings. The evidence points primarily to internal facility failures in staff training, supervision, and policy implementation, rather than systemic pharmacy supply problems.",y,7472,88,10393
90167062c996e47cf1d58e0f3cee68f0df4af2846186a78eed23b6326f6835ca,"The Michigan Department of Health and Human Services investigated three allegations against the Wolverine Center: a staff member inappropriately touching a youth, staff allowing peers to assault a youth, and insufficient staffing leading to a self-harm incident. All allegations were found to be unsubstantiated, with evidence including video footage and witness statements suggesting the accusing youth (Youth A) had a history of making false allegations. The facility was found to be in full compliance with all licensing rules.",n,6993,104,6146
9030bac12305630671e98ae0817b164b6350ddaa89261d1f2e65f34dd610e11e,"An investigation was conducted after an allegation that a foster care worker took a photo of a 13-year-old foster child in her underwear during an intake. The investigation concluded the worker did not take a photo but did inappropriately perform a 'body map' inspection of the teen in her underwear, a procedure the agency has since prohibited for older children. The initial photo allegation was not established, though the worker's judgment regarding the body mapping was clearly flawed.",n,1885,103,8661
90316eaa8fb2aa70db049b6f863bfbbe365d9ca7581e8ce97aa56e4a4cec2c17,"The investigation report substantiated multiple violations by Spectrum Human Services, including failure to timely complete children's adoptions leading to one child aging out of foster care, missing semi-annual transition meetings, incomplete reports/document uploads, late quarterly adoption progress reports, and delayed signatures on agreements. The agency's administrative shortcomings demonstrate culpability due to prolonged inactivity and documentation lapses over nearly two years.",y,4739,93,162216
903f3da2268516cae6387e6be394aed87e81d8a7ffa728a56c8cfd9a06b56578,"On January 28, 2024, a staff member at Eagle Village Leppien initiated physical contact by bumping into a youth, then pushed him, grabbed him, pulled him to the ground, and held him down, which violated prohibitions against physical punishment. The facility investigated, terminated the staff member, and is required to submit a corrective action plan. Based on witness interviews and video evidence, the staff member's actions were disproportionate and in clear violation of policy, establishing her culpability for the incident.",y,4451,123,12486
906be72b482dd2143ab1dae57d4715aeaa3246515d4ede5251160ff492aac1f8,"Wellspring Lutheran Services Oak Park placed a child in a non-relative foster home before the home was licensed, in violation of state rules. They claimed the placement was permissible as substitute care, but investigators found it did not meet the policy exception. The agency also failed to hold required Family Team Meetings and complete necessary documentation for the child's placement moves. While other allegations (withholding medical info, failure to report abuse, payment issues) were not substantiated, the licensing agency and its director bear clear responsibility for the improper unlicensed placement.",y,9080,120,10002
9082b40c0391e05e49de9b2997586f4d9f16d99b1bb48692f37ba1c9e43be8af,"The Michigan DHHS conducted a special investigation into D.A.R.T. facility based on a father's allegations regarding his son Youth A's care, including untreated ringworm, poor hygiene, dirty living conditions, and missed meals. The investigation found most allegations unsubstantiated, but did substantiate a repeat violation for insufficient staff supervision, leading to Youth A accessing and drinking laundry detergent. Overall, the facility appears largely compliant with only one repeated staffing violation.",y,10920,102,9205
90a6a8d723ffb96a5a06e05fe5d9ab2d6e348a7f4a75d25877e813c2f000c3e6,"A youth ran away from New Hope Youth Center, alleging staff failed to address her reported wrist fracture and that staffing was insufficient to pursue AWOL youth. The investigation found the facility was properly staffed, followed protocols by notifying authorities when the youth left, and that medical evaluation after the incident showed no fracture existed. The facility acted appropriately and is not culpable for the allegations.",n,5004,87,4793
90ef7fcde86139297ab557e99d9029744e3ee430fa86bc36b0bb0a792e67a66c,"An investigation was launched after allegations that a staff member asked a youth to shower with her and took pictures of another youth in the shower, but the investigation found no evidence to support these claims. While the staff member was described as overzealous and pushy in building rapport, interviews and document reviews did not substantiate any sexually inappropriate conduct. Based on the evidence, the staff member is not culpable for the alleged misconduct, and the facility was found in compliance with licensing rules.",n,4206,108,9788
90f093dd639836cdacd068b373e6c098078b9af8088f5b6864007d7c9d40e1a8,"A youth behavioral facility violated its licensing rules by having a staff member physically restrain a youth during a dispute, which directly contradicted the facility's written policy prohibiting the use of restraints. The violation was substantiated through staff and youth interviews and review of video evidence. While the staff action was taken to protect another youth, the facility is culpable for failing to ensure its staff adhered to its no-restraint policy and for not providing proper training.",y,2458,100,20476
90f51c4e301ca6413e32de6e4472b675bbe81c2fdb9ac5637b0be08da14fa731,"A youth at Lincoln Center manipulated a staff member and gained unauthorized access to a male housing pod through an unsecured door, resulting in a safety breach. The facility's internal investigation found the staff member violated supervision policies and terminated them, but this was deemed a repeat violation of staffing sufficiency rules. Ultimately, while the staff member bears direct responsibility for the lapse, the facility is culpable for systemic failures that allowed a repeat violation.",y,2387,98,8976
91173998985ad7c8c8c0520998693695bd3d24504c136d0deb30b8cd0fd9df23,"A staff member at Genesis Home was accused of attempting to incite one youth (Youth B) to assault another (Youth A), offering money and promising to cover it up, and also of pushing Youth A on the stairs. The investigation substantiated two violations: insufficient staff (failure to protect/supervise) and use of prohibited intervention (pushing). While the direct solicitation to fight was based on Youth B's statement, the physical contact (pushing) was corroborated by Youth A's account and the agency's own report, establishing clear staff culpability.",y,3311,127,10465
911fcc66f2d5e32ef742b0d7ca2b786f28799882bbd19597177797968ba22ae3,"A foster parent alleged that Catholic Charities did not include her written responses to special evaluations in her licensing file, hampering her attempts to transfer her license to another agency. The investigation, based on interviews and document review, found no evidence that she submitted such responses, and the agency's file-sharing procedures were followed. The allegation is not supported by the evidence, and the agency was not found culpable for the foster parent's inability to transfer.",n,3412,101,7604
9128a640fb83d91a3dd1303edfd66d691ab856c3ca2560f5d84296b1937c6f38,"On May 31, 2023, at Bay Pines Center, a youth (Youth A) was restrained face-down (prone) on her bed by staff, a prohibited restraint that restricts the airway, while staff cleared her room following self-harm behaviors. While a secondary allegation of improper force causing pain was not substantiated, the facility and its supervisor are culpable for the confirmed use of an explicitly prohibited restraint technique.",y,8413,98,8707
9131291c2f7dea954642c2a742c889df664c55ec2ede6b205605b3ffb7f98488,"The investigation found that Staff 1 repeatedly fell asleep during overnight shifts, failing to perform required 15-minute eyes-on checks of youth, as confirmed by youth interviews and video evidence. Facility documentation was also flawed, using a pre-filled form that did not record actual check times. The facility is culpable for the staff's violation and for maintaining an inadequate documentation system.",y,2124,85,7739
916f807ffef3eb7c8ddbe095dd4028fa8fed8108b910675a009456f65f8c6911,"This report details an investigation into a complaint alleging that an adoption agency failed to submit closed adoption records to the local MDHHS office within one year after finalization, as required by rule ADM 1030. The investigation confirmed 33 overdue files, some dating back to 2019, due to staffing issues and coordination difficulties. The agency is required to submit a corrective action plan within 15 days. Regarding culpability, the failure appears systemic (lack of staff, organizational delays) rather than attributable to a single negligent individual.",y,2131,119,149569
917484b697e9eb3f0e05397f04a1f6cc04cc5c88a45bc173b2d4382b89a00d1a,"A special investigation was conducted into an allegation that a staff member at the Macomb County Juvenile Justice Center watched a youth (Youth A) undress. Interviews with the youth, her parent, the accused staff member (Staff 1), and another staff witness, along with a review of video footage and personnel records, found no evidence to support the claim. The video showed a brief interaction at the youth's door, but no improper conduct was observed. The facility is found in compliance with licensing rules, and the allegation was not established.",n,1790,118,3214
91813505f443a388ccdcbfc0ec67703b92c4da318af7983409174f6f001d0649,"The report details an investigation into alleged sexual boundary incidents between two youths at a residential facility. The investigation found no concrete evidence, such as video footage or staff witness corroboration, to substantiate the specific allegations, though one youth vaguely disclosed consensual touching. The facility was found in compliance with supervision policies, having promptly separated the youths and implemented safety plans after the disclosure. Based on the available evidence, the facility does not appear to be culpable for the alleged incidents.",n,3942,107,5232
919eb250f84f6e857f5939e63d310e3aa9e460b18686c8dfca5f4d6f6d511a29,"The Michigan Department of Health and Human Services investigated a complaint about chronic understaffing at Methodist Children's Home. The investigation substantiated two repeat violations: insufficient staff to meet residents' needs (evidenced by two unsupervised visits for a specific youth) and a failure to maintain proper staff-to-resident ratio on a specific date. The facility's management bears clear responsibility for these systemic failures, as the violations were repeat offenses and directly linked to inadequate staffing decisions and supervision.",y,5560,105,4978
91b475ed9685f6cb0de43863c17703d732c5a910af7d51a82be76c7e0bbbce04,"A complaint alleged a staff member choked a youth during a physical altercation. The investigation, including video review and interviews, found the choking allegation was not supported. However, the investigation did substantiate that the facility submitted an inaccurate incident report falsely stating both youths were seen by a nurse and delayed submitting a required restraint report. The facility is primarily culpable for documentation failures, not the alleged physical misconduct.",y,3104,92,3644
91ff2b4192aec7f51d4a40e1ac02c697c83bad0cce25508dd99195a536ca75b0,"An investigation found that Methodist Children's Home Society failed to promptly notify required parties after a youth went AWOL on October 23, 2024. The agency delayed notifying the DHHS Monitor and Guardian Ad Litem by approximately 11 hours, delayed notifying the youth's guardian for two days, and failed to notify the Division of Child Welfare Licensing at all. The evidence confirms the agency's direct responsibility for these reporting failures.",y,2104,98,3176
92321ccdda2adb58806bfea9fb8a2d371f1e5e54def29f32e3c0ee12ac38bc1e,"An investigation at Children's Village substantiated that Staff 1 repeatedly mocked youth, including mimicking a youth's stutter, ridiculing their fighting ability, and making discouraging comments, in violation of rules prohibiting verbal abuse. The report also found Staff 3 used profanity toward youth. Notably, this violation represents a repeat issue for the facility, indicating a failure to effectively correct the behavior from previous investigations. The evidence strongly points to institutional and individual culpability for allowing a pattern of abusive conduct to persist.",y,4458,113,3766
9238f8ac97ef3d1b442f114f69ab04e50dc5ff49bf7b6914d8c8fe1d88d1ea4c,"An investigation was conducted into allegations that a foster parent did not receive required information about a child placed in her home. The investigation found that the agency, Child & Family Services of the Upper Peninsula, did not have case management responsibilities for the child at the time of the placement, so the rule requiring the agency to provide that information was not applicable, and no violation was established. The report recommends the agency's regular license be continued.",n,797,98,12508
9243cdc09df35dfaba62c6999e8c4745be5114d9f3f9388c966b36817b3cdb03,"The report investigates allegations that staff at a Michigan child caring institution used improper restraints on a youth, including choking and banging his head against a wall. The investigation, which involved multiple staff and youth interviews and document reviews, found no evidence to support the allegations. The bruises documented were attributed to the youth's own resistance during approved restraint holds. The facility was found to be in compliance with all applicable rules.",n,11683,93,8661
927f505798880f3d9af9314537351ee3fe694dde77bfb40b7b6a95f5dc2917a8,"The Michigan Department of Health and Human Services investigated allegations of violence, safety hazards, and inappropriate placement at an independent living facility run by Samaritas. The investigation concluded that the major allegations (physical confrontations, unsafe living conditions) were not substantiated, and the agency's initial assessment of the youth's placement was proper. However, the report notes the youth in question was not cooperating with the program, and staff were seeking an alternative placement for him. Ultimately, no party was found to be culpable for the specific alleged rule violations, as the facility was deemed to be in compliance.",n,2549,128,3459
928e850a7eafb1ebbf4a567861631baf4902304258bef81c3c36c4eeda93180a,"The report investigates allegations that caseworkers made inappropriate comments to foster youth about their foster parents being financially motivated and undermined them. The investigation included interviews with foster parents, workers, supervisors, and the youth, but found insufficient evidence to substantiate the claims, attributing them to possible triangulation by the youths or miscommunication. Neither the foster parents nor the caseworkers were found to be culpable for the specific alleged misconduct.",n,7188,96,8944
92c5d48f81a0de1661ecc16bd6746bc554f7d709c8427365dccc5b0fd5cebe92,"A special investigation was conducted after an allegation that a supervisor at Eagle Village Gerber-Putnam improperly restrained a youth on December 2, 2023, pulling him by the hood and 'tossing him around,' causing a twisted ankle. The investigation included interviews, video review, and medical records, finding conflicting accounts but ultimately concluding the restraint was justified due to the youth's attempted flight and active bear sightings on campus, with no evidence of an inappropriate hold or injury caused during the restraint. The report's conclusion suggests the supervisor acted within policy, and the facility is found in compliance.",n,2877,129,7961
930325450d13f7775ace8bd5f9e32898de2234fef72a6efc00cc4e52cf588956,"The report investigates allegations that Child & Family Services of NE Michigan failed to provide adoptive applicants with copies of completed assessments, as required. The agency argued that, because the case was being transferred to another agency for reassessment, they withheld the denial letters to avoid complicating the new process. The investigation found no substantial violation established for either rule cited. In my view, the agency's actions, while perhaps well-intentioned to facilitate a transfer, still represent a procedural failure to comply with the clear requirement to provide applicants with their assessments upon completion.",n,2064,121,12024
930584f11a6d06fa59b51a1712c8accddfdff5e476a1579d0f6803bbb7cb489f,"The investigation was triggered by allegations that a foster family used a restrictive level system (including uniform, chair restriction, and communication limits) and seclusion for youth in their care, which potentially violated behavior support rules. The state found the agency (Hillsdale County DHHS) was not in violation because it had already initiated its own special evaluation and investigation of the foster home before the state complaint was filed, and the foster home itself was cited for non-compliance. Ultimately, while the foster parents' methods were found inappropriate, the agency's oversight actions shielded it from being found culpable for a rule violation.",n,3276,133,14223
930caef1bd091ce16b8226b97c237a5f7d1fb3ba6be03b7bd670323a833d72a3,"The report investigates allegations that a foster care adoption worker was rude and unprofessional to a youth's maternal grandmother, and that the agency mishandled placement decisions regarding potential sexual abuse by a cousin during visits with a competing adoptive party. The investigation found no evidence to support either allegation, concluding the worker addressed concerns professionally and the agency responded appropriately to the abuse report. The agency and worker are not found culpable for the alleged violations.",n,4892,98,15160
932a4248b5b5f66fc48c11011c841b0f67126e6812ffb71c8cd65c2f9dfc32be,"Hands Across The Water was investigated for allegedly storing sealed, closed adoption records in an unlocked file room alongside open files and office equipment, violating Michigan law requiring such records to be kept in separate locked files. The investigation, involving interviews and an on-site tour, confirmed the violation. The agency is at fault, as its own staff acknowledged the practice and cited a prior, proper storage method they abandoned due to space constraints.",y,1608,96,9373
9354af650affb3fb4a434b76ad06f1961108aa0feb125659b35222e115623626,"A Michigan child welfare facility investigation found several staff members repeatedly sleeping on duty or failing to conduct required 15-minute bed checks for youth with developmental disabilities. Multiple staff admitted to falsifying bed check logs, and one staff member improperly disclosed a youth's confidential health information to an outside individual. The facility administration failed to provide adequate oversight and ensure policy compliance. Overall, the facility leadership bears significant responsibility for the systemic failures in supervision and documentation.",y,8172,99,11015
937a1d359cb93d65677a766d3688083847a9d88f6fed748ec8cd6dd5fe671aa2,"A child (Youth A) alleged that a foster care worker (FCW 2) hit her during a chaotic sibling visit. The investigation, which included interviews with the youth, staff, and a review of video footage, found no evidence to support the allegation. The youth later clarified the worker placed fingers on her shoulder to redirect her, but did not hit her. Based on the evidence, the worker is not considered culpable for hitting the youth.",n,4997,102,5240
938039cc26220afadcddd6d7eaeeced96b57fb170836567e8664aa1b689b0b39,"The investigation found that Teaching Family Homes of Upper Michigan failed to upload 9 restraint incident reports into the MISACWIS system as required by policy, with both the program supervisor and social services worker acknowledging the oversight. Culpability lies with the agency's designated staff who were aware of the requirement but failed to execute it.",y,1514,77,6873
93899b8f8d3249befa81b6d804ee0c725988e2cfb1289a0862df6471af2d84f8,"An allegation was made that a staff member at the Methodist Children's Home hit a youth (Youth A), causing a split lip and bruises, which prompted the youth to run away (AWOL). The MDHHS investigation involved interviews with the youth, other residents, multiple staff, and a nurse, along with a review of incident reports. The investigation found insufficient evidence to support the allegation, as all parties denied the physical abuse, and the youth's injuries were attributed to other causes like wrestling and dry lips. The investigator concluded no violation was established, meaning the facility was found in compliance, and the report effectively clears the staff and facility of the specific abuse allegation.",n,2740,138,4110
93b25d858590261e22a25a2764e89a2d999078dc17bd3d49d91e0e8773468d56,"Samaritas - Bay failed to report and properly investigate multiple allegations of child abuse disclosed by a foster child during supervised parenting time visits from April to December 2024, violating mandatory reporting rules. The investigation revealed systemic failures where caseworkers and supervisors did not document or escalate concerns, and the licensing department was never informed to initiate a required special evaluation. This was a collective breakdown of protocol, but primary responsibility lies with Staff 1 and the Foster Care Supervisor for knowing about the allegations and failing to act.",y,9825,113,35221
93d30a0567d2d02699bd1f81baa53ee2e47d37d6b47a741f96ff3fa17f9c34a9,"The Michigan DHHS investigated allegations that at Vista Maria, a youth restrained another youth attempting to AWOL while a staff member watched on her phone, and that an incident report was falsified. Interviews with staff and the youths did not corroborate the peer restraint allegation, and the key staff member resigned and became unreachable. The investigation concluded no violations were established, meaning the facility was found in compliance. Based on the report's findings, the facility appears not culpable for the alleged violations, though the sudden departure of the staff member leaves some questions unresolved.",n,2969,123,12282
93fd074988a2ddb0523dd8774c558f1788518627a45018fcbda2a699ed786b13,"A physical altercation between two youths (Youth A and Youth B) in a facility gym resulted in Youth A sustaining a broken wrist. The fight, which lasted about 15 seconds, escalated from verbal taunts over a basketball game. Staff intervened immediately to separate the youths and Youth A received medical care. Ultimately, the investigation found the staff response was timely and appropriate, and no culpability for a staffing rule violation was assigned to the facility.",n,3003,101,1976
9410e9c63b685876c5d0ac92b0a8f93fb987058aa620def99edc8b35d32be57a,"The Michigan Department of Health and Human Services investigated allegations of sexual misconduct by a staff member at Methodist Children's Home but found insufficient evidence to substantiate those claims. However, the investigation did confirm two other violations: a failure to properly report suspected child abuse as mandated and a lack of policy and procedures governing youth access to inappropriate music, which is a repeat violation. The agency bears significant culpability for systemic failures in mandated reporting protocols and in maintaining a safe, trauma-informed environment, as evidenced by the repeat violation and staff confusion over basic procedures.",y,6009,120,12443
942d8dbca9cb15d335e564e56ffea5b80f65e0949d07edf174e45f2ec077537b,"A youth at Kent County Juvenile Detention Center chipped a tooth during a physical restraint on 3/28/23 after receiving bad news from his probation officer and escalating. The report concludes that while the youth was injured, staff followed proper Handle with Care protocols and did not use inappropriate force, as supported by witness interviews and video evidence. The youth's version of being tripped and having his head slammed was not substantiated, so no violation of staff sufficiency rules was found.",n,5595,113,5459
9456861e0b07fc93d5a9dc82be37b62d2379ddea44d4b7bfbcdad2e294d818cf,"The Michigan DHHS investigated two allegations regarding Saint Clair Youth Treatment Center: that a staff member verbally abused and antagonized a transgender youth regarding her sexual orientation, and that staff used excessive force during restraints. Investigators found insufficient evidence for either claim, concluding the facility was in compliance. Based on the report, the facility appears not culpable for the alleged violations.",n,3890,84,8427
94627cf170c7dba3cea1795307c22b72bff5b434b3a0213d04188d4803f7bc00,"A resident alleged that a staff member intentionally pushed a chair into her leg and threatened her, but the investigation found no evidence to support this claim, concluding that violation was not established. However, the investigation uncovered an additional finding: staff were out of ratio on the day of the incident, as two staff were supervising nine residents when the facility's required ratio was 1:4. While the facility is not culpable for the alleged abuse, it is responsible for the staffing violation.",y,1738,107,3345
946614f576fd9291a943d9b83071bcd49bc4ce19c3c835ab420aef25e56067f0,"An investigation into Eagle Village Ashmun-Sherk followed multiple allegations, including staff providing marijuana, allowing sexual contact, medication errors, physical assault, and racism. The investigation concluded that only one violation was substantiated: a medication dispensing issue where youth occasionally missed doses. All other allegations, including the serious claims of physical assault, were not established. Overall, the facility's culpability was limited to procedural lapses in medication administration.",y,7901,98,11269
